exposure	metabolite	fe_effect	fe_lower	fe_upper	fe_p	b	lower_ci	upper_ci	pval	q	q_df	q_p	tau2	tau2_se	tau	h	i1	raw.label	class	subclass	label	label.no.units	derived_features
WHR_Pulit_316	hdlc	-0.299770385962179	-0.365879133177008	-0.233661638747349	6.25190495679113e-19	-0.299770385962179	-0.365879133177008	-0.233661638747349	6.25190495679113e-19	0.328303674035344	1	0.566659657603586	0	0.00321785644796872	0	1	0	Total cholesterol in HDL (mmol/l)	Cholesterol	Cholesterol	HDL cholesterol (mmol/l)	HDL C	no
WHR_Pulit_316	hdld	-0.369915607571036	-0.439163949221487	-0.300667265920586	1.18803631776304e-25	-0.369915607571036	-0.439163949221487	-0.300667265920586	1.18803631776304e-25	0.137364269009951	1	0.710915473657415	0	0.00353075486609171	0	1	0	Mean diameter for HDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	HDL particle size (nm)	HDL particles size	no
WHR_Pulit_316	his	-0.00255484808662902	-0.0509474724064048	0.0458377762331467	0.917586261754329	-0.00255484808662902	-0.0509474724064048	0.0458377762331467	0.917586261754329	0.145505365303487	1	0.70286813772084	0	0.00172427749665496	0	1	0	Histidine (mmol/l)	Amino acids	Amino acids	Histidine (mmol/l)	Histidine	no
WHR_Pulit_316	idlc	0.00412912484734837	-0.0539309010822092	0.0621891507769059	0.889142668501396	0.026935542712867	-0.106914063543134	0.160785148968868	0.693272458678565	4.38294310174934	1	0.0363002666110777	0.00726479799798209	0.0131911605865658	0.0852337843697092	2.09354796977508	0.771842805898878	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no
WHR_Pulit_316	idlfc	-0.196933880138074	-0.262213496112201	-0.131654264163947	3.36403102351853e-09	-0.151025175052855	-0.608439487310279	0.306389137204568	0.517551517487003	47.1188815173278	1	6.68089776130562e-12	0.106621406823632	0.15405234377458	0.326529335318639	6.8643194504137	0.978777085367948	Free cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Free cholesterol (mmol/l)	Free cholesterol	no
WHR_Pulit_316	idll	0.0940520861597922	0.0215658619095682	0.166538310410016	0.0109878183610323	0.0940520861597922	0.0215658619095682	0.166538310410016	0.0109878183610323	0.721736302242385	1	0.395574960499903	0	0.00386865291748414	0	1	0	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	no
WHR_Pulit_316	idlp	-0.129602511085013	-0.18686113932233	-0.0723438828476951	9.15197559904948e-06	-0.0504582663473101	-0.422917198177607	0.322000665482987	0.790606652399195	34.5414048517848	1	4.17280042207785e-09	0.0701450786520854	0.102142291863833	0.264849162075483	5.87719362040973	0.971049237739723	Concentration of IDL particles (mol/l)	Lipoprotein subclasses	IDL	Particle concentration (mol/l)	Particle concentration	no
WHR_Pulit_316	idlpl	-0.129857093598255	-0.186736795041479	-0.0729773921550305	7.65462125090988e-06	-0.0568627533023687	-0.416603941822848	0.302878435218111	0.756710666299768	33.2812756854923	1	7.97468030574525e-09	0.0653628624085709	0.095286010012257	0.255661617002965	5.7689926057755	0.969953074832528	Phospholipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Phospholipids (mmol/l)	Phospholipids	no
WHR_Pulit_316	idltg	0.244647316075271	0.181157604111967	0.308137028038575	4.2729794243822e-14	0.244647316075271	0.181157604111967	0.308137028038575	4.2729794243822e-14	0.742853788706978	1	0.388748238647469	0	0.00296794278869517	0	1	0	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	no
WHR_Pulit_316	ile	0.257942392444678	0.206803560714622	0.309081224174734	4.7884203703619e-23	0.257942392444678	0.206803560714622	0.309081224174734	4.7884203703619e-23	0.0234022591655454	1	0.878415648541511	0	0.0019255305618261	0	1	0	Isoleucine (mmol/l)	Amino acids	Branched-chain amino acids	Isoleucine (mmol/l)	Isoleucine	no
WHR_Pulit_316	la	-0.0151551017499019	-0.0685442753239853	0.0382340718241816	0.577966659593695	-0.0151551017499019	-0.0685442753239853	0.0382340718241816	0.577966659593695	0.431261377758746	1	0.511370657651404	0	0.00209872341630107	0	1	0	18:2, linoleic acid (mmol/l)	Fatty acids	Fatty acids	Linoleic acid (mmol/l)	Linoleic acid	no
WHR_Pulit_316	lac	0.0961323708079224	0.0446657645111619	0.147598977104683	0.000251294906445205	0.102724383904698	0.00264786939632997	0.202800898413065	0.0442387469501834	3.67583090890197	1	0.0552067302003451	0.00380276490530061	0.0073741701449414	0.0616665622951418	1.91724565690001	0.727952665728382	Lactate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Lactate (mmol/l)	Lactate	no
WHR_Pulit_316	ldlc	0.0762925560359858	-0.00179365126189499	0.154378763333866	0.0554997306544192	0.0791244683682906	-0.0338492086680802	0.192098145404661	0.169839733027746	2.07709492652244	1	0.14952451533919	0.00345546572441198	0.00939730537710533	0.0587832095450052	1.44121300525718	0.518558354155608	Total cholesterol in LDL (mmol/l)	Cholesterol	Cholesterol	LDL cholesterol (mmol/l)	LDL C	no
WHR_Pulit_316	ldld	-0.031896537687337	-0.0900004647035501	0.0262073893288761	0.281956201330592	-0.0390015248951548	-0.153227402224572	0.0752243524342624	0.503358821282244	3.75349072475228	1	0.0526973503992171	0.00499869405723986	0.00960677935873334	0.0707014431057801	1.93739276471042	0.733581331797217	Mean diameter for LDL particles (nm)	Lipoprotein particle size	Lipoprotein particle size	LDL particle size (nm)	LDL particles size	no
WHR_Pulit_316	leu	0.228672630523344	0.179220422089735	0.278124838956953	1.2679917046028e-19	0.228672630523344	0.179220422089735	0.278124838956953	1.2679917046028e-19	0.620004144782314	1	0.431045745738044	0	0.00180061222160233	0	1	0	Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	no
WHR_Pulit_316	lhdlc	-0.267081511923378	-0.330557132042202	-0.203605891804553	1.62705226357242e-16	-0.286634752063318	-0.453495952604059	-0.119773551522578	0.000760367283968767	6.41179998698794	1	0.011336443856119	0.0122568600936933	0.0205002680336837	0.110710704512677	2.53215323134046	0.844037555440065	Total cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total cholesterol (mmol/l)	Total cholesterol	no
WHR_Pulit_316	lhdlce	-0.258543853904806	-0.3225664191193	-0.194521288690312	2.47313989915278e-15	-0.276293228205535	-0.424690883276559	-0.127895573134512	0.000263113080506495	4.91738991601258	1	0.0265876553819024	0.00917056927955381	0.0162144748828274	0.0957630893379793	2.21751886486059	0.796640084052785	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
WHR_Pulit_316	lhdlfc	-0.400493427036646	-0.468266386023032	-0.332720468050261	5.07908046741135e-31	-0.400493427036646	-0.468266386023032	-0.332720468050261	5.07908046741135e-31	0.203462638359975	1	0.651940302294226	0	0.00338190735633839	0	1	0	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no
WHR_Pulit_316	lhdll	-0.340759305100829	-0.411373158238686	-0.270145451962973	3.13458501528204e-21	-0.340759305100829	-0.411373158238686	-0.270145451962973	3.13458501528204e-21	0.245023136440076	1	0.620601449257376	0	0.00367137402909478	0	1	0	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no
WHR_Pulit_316	lhdlp	0.0367633669735547	-0.0243157309260066	0.0978424648731159	0.23812044353813	-0.0661791974370984	-0.635392636856528	0.503034241982332	0.819744332281165	75.6421538531274	1	3.40024414253244e-18	0.166461708986726	0.238560810907788	0.407997192376033	8.69724978675026	0.986779858199944	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no
WHR_Pulit_316	lhdlpl	0.0381961377440025	-0.0229513331882759	0.0993436086762808	0.220837808609984	-0.0652966437258627	-0.632826908639078	0.502233621187353	0.821588961249626	74.8374904636668	1	5.11098824611015e-18	0.165455035319319	0.237152039548697	0.40676164435615	8.65086645739412	0.986637713346555	Phospholipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Phospholipids (mmol/l)	Phospholipids	no
WHR_Pulit_316	lldlc	0.0502683038618886	-0.0244369105548009	0.124973518278578	0.187223323992088	0.0523091852075989	-0.0487702458100935	0.153388616225291	0.310443153204858	1.82761362721537	1	0.17640967216578	0.00240365077682761	0.00752271118667333	0.049027041281599	1.35189260935008	0.452838398057009	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	no
WHR_Pulit_316	lldlce	0.061625964116206	-0.0149978462019979	0.13824977443441	0.114948991925023	0.0681941935714492	-0.0656852857653457	0.202073672908244	0.318111172044116	2.99893942519572	1	0.0833190425291349	0.0062317802267346	0.0131970493536827	0.078941625437627	1.73174461893078	0.666548783347054	Cholesterol esters in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
WHR_Pulit_316	lldlfc	-0.181800182802652	-0.252766644651382	-0.110833720953922	5.14061551605416e-07	-0.15013114498842	-0.592261430859721	0.291999140882881	0.505710595972411	38.0082562661187	1	7.04458952947093e-10	0.0990971690105633	0.143929342532307	0.31479702827467	6.16508363820952	0.97368992692013	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	Free cholesterol	no
WHR_Pulit_316	lldll	0.0927789785371841	0.0154676587652902	0.170090298309078	0.018668079337837	0.0935714879256386	0.00973370274123328	0.177409273110044	0.0287046592087401	1.16556748136828	1	0.280313879129223	0.00054018299238496	0.00517521509369147	0.0232418371129513	1.07961450590861	0.142048816576385	Total lipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total lipids (mmol/l)	Total lipids	no
WHR_Pulit_316	lldlp	0.0108295226117152	-0.0686725042150454	0.0903315494384757	0.789484335677131	0.0184858301101209	-0.232856816975753	0.269828477195994	0.885380393220321	9.95676095917338	1	0.00160259761274596	0.0295863701789787	0.0465137314140563	0.172006889917174	3.15543356120413	0.899565731857941	Concentration of large LDL particles (mol/l)	Lipoprotein subclasses	Large LDL	Particle concentration (mol/l)	Particle concentration	no
WHR_Pulit_316	lldlpl	0.0034534524751033	-0.0735175684233083	0.0804244733735149	0.929926317034307	0.00340791548515406	-0.216842761785719	0.223658592756027	0.975806809178707	8.18252082862654	1	0.00422959428305538	0.0221716924007019	0.035717686126704	0.148901619872659	2.86051058879818	0.877788273205306	Phospholipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Phospholipids (mmol/l)	Phospholipids	no
WHR_Pulit_316	lvldlc	-0.0751841237356472	-0.135330562269145	-0.0150376852021494	0.0142860170427788	0.0166388103342691	-0.491174880107338	0.524452500775877	0.9487955640413	62.0351396249044	1	3.37382800973399e-15	0.132099027728833	0.189870555777625	0.363454299367655	7.87623892634704	0.983880103985475	Total cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no
WHR_Pulit_316	lvldlce	-0.0842181445039417	-0.14496864105291	-0.0234676479549732	0.00658588161805473	0.0132958571446763	-0.488370873160712	0.514962587450064	0.958572005061832	57.9446369551381	1	2.69599564507247e-14	0.128772649078544	0.185301703587008	0.358849061693833	7.61213747610604	0.98274214746096	Cholesterol esters in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
WHR_Pulit_316	lvldlfc	0.226478730747244	0.166693698917037	0.28626376257745	1.12975420541454e-13	0.226478730747244	0.166693698917037	0.28626376257745	1.12975420541454e-13	0.855934454819069	1	0.354878912081283	0	0.00263168400600101	0	1	0	Free cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no
WHR_Pulit_316	lvldll	0.327629654635844	0.258113640817138	0.397145668454549	2.52725907594127e-20	0.320688468235842	0.193742846097101	0.447634090374582	7.37432696014252e-07	3.26304313776801	1	0.0708575156922521	0.00583160004181424	0.0118654514902763	0.0763649136830144	1.80638953101705	0.693537609593473	Total lipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total lipids (mmol/l)	Total lipids	no
WHR_Pulit_316	lvldlp	0.169263755114426	0.104140675789282	0.23438683443957	3.50192127523092e-07	0.184636454994505	0.043364302041445	0.325908607947565	0.0104195371175215	4.36549229094194	1	0.0366738851337354	0.00804228285499324	0.0146947411042908	0.0896787759449985	2.08937605302204	0.770930760300523	Concentration of large VLDL particles (mol/l)	Lipoprotein subclasses	Large VLDL	Particle concentration (mol/l)	Particle concentration	no
WHR_Pulit_316	lvldlpl	0.168939942007865	0.104404651426971	0.23347523258876	2.88548182451366e-07	0.182334209710126	0.0462946748842757	0.318373744535976	0.00861550566393704	4.17920653788591	1	0.0409228556166644	0.00735402454505134	0.0136263358211299	0.085755609408664	2.04431077331357	0.760720129303335	Phospholipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Phospholipids (mmol/l)	Phospholipids	no
WHR_Pulit_316	lvldltg	0.136500052072107	0.079956871279329	0.193043232864885	2.22844950665516e-06	0.168195236928203	0.000884107602151379	0.335506366254254	0.0488016102000672	7.15771308515825	1	0.00746423037283104	0.0125833256289714	0.0206109719735051	0.112175423462412	2.67539026782229	0.860290572127914	Triglycerides in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Triglycerides (mmol/l)	Triglycerides	no
WHR_Pulit_316	mhdlc	-0.212302807748551	-0.273804818068494	-0.150800797428609	1.3264077425808e-11	-0.212302807748551	-0.273804818068494	-0.150800797428609	1.3264077425808e-11	1.01330922071596	1	0.314111355352597	0	0.00278501433614582	0	1.00663261456996	0.0131344119286267	Total cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total cholesterol (mmol/l)	Total cholesterol	no
WHR_Pulit_316	mhdlce	-0.210444072279874	-0.272415937932905	-0.148472206626844	2.8205831843536e-11	-0.209672895415002	-0.277423739046565	-0.14192205178344	1.31440134131588e-09	1.17591371419597	1	0.278189454857287	0.000383916332812763	0.00337970058008477	0.019593783014333	1.08439555246044	0.1495974679709	Cholesterol esters in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
WHR_Pulit_316	mhdlfc	-0.184914055708482	-0.241598070971222	-0.128230040445743	1.61838595456626e-10	-0.184914055708482	-0.241598070971222	-0.128230040445743	1.61838595456626e-10	0.346263900208843	1	0.556235703329233	0	0.00236575640224644	0	1	0	Free cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Free cholesterol (mmol/l)	Free cholesterol	no
WHR_Pulit_316	mhdll	-0.0914885017653716	-0.148535271627451	-0.0344417319032921	0.00167063969147597	-0.0914885017653716	-0.148535271627451	-0.0344417319032921	0.00167063969147597	0.56555494446341	1	0.452030689480141	0	0.00239613304517975	0	1	0	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	Total lipids	no
WHR_Pulit_316	mhdlp	0.0253832028722903	-0.0309784416700787	0.0817448474146593	0.377400877118525	0.0097922183714034	-0.184431240154165	0.204015676896971	0.921284323385926	11.5225505480175	1	0.000687569878829207	0.0179397358252146	0.0277748791563683	0.133939299032116	3.39448826010895	0.913213659091124	Concentration of medium HDL particles (mol/l)	Lipoprotein subclasses	Medium HDL	Particle concentration (mol/l)	Particle concentration	no
WHR_Pulit_316	mhdlpl	0.0164345267357008	-0.0392703213260301	0.0721393747974318	0.563098350066753	0.00211707785294622	-0.206436713476551	0.210670869182444	0.984126297373695	13.7235590869338	1	0.000211781175746285	0.0209971085275776	0.0320246941083454	0.144903790590783	3.70453223591506	0.927132605057816	Phospholipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Phospholipids (mmol/l)	Phospholipids	no
WHR_Pulit_316	mldlc	0.0132924712166462	-0.0622820940995426	0.088867036532835	0.730297910025383	0.0257816756470812	-0.187801153102591	0.239364504396753	0.812976352666933	7.84753622393768	1	0.00508900134822247	0.0207309843415743	0.0335877939070278	0.143982583466106	2.80134543102733	0.872571470654744	Total cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total cholesterol (mmol/l)	Total cholesterol	no
WHR_Pulit_316	mldlce	0.0168340526365107	-0.0599915519986472	0.0936596572716685	0.667582694610921	0.0345559960928912	-0.197015484119494	0.266127476305277	0.769924663127527	8.82968572575003	1	0.00296369421209564	0.024766156693522	0.0394838010402112	0.157372668190896	2.97147871029729	0.886745685966637	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no
WHR_Pulit_316	mldll	0.110678872658409	0.0308472614441831	0.190510483872635	0.00658165038038454	0.113072461481177	0.0108958047037418	0.215249118258612	0.0300850738710854	1.61448819805376	1	0.203862045639947	0.00209893627677224	0.00768691693966716	0.0458141493075255	1.2706251209754	0.380608665207038	Total lipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total lipids (mmol/l)	Total lipids	no
WHR_Pulit_316	mldlp	0.119826308062871	0.0417583548231427	0.1978942613026	0.00262675737500981	0.121627995776349	0.0306256058189287	0.212630385733769	0.00880425155078612	1.33895790065996	1	0.247217828148518	0.00111963197671521	0.00609753648726038	0.0334609022101199	1.15713348437419	0.253150528850005	Concentration of medium LDL particles (mol/l)	Lipoprotein subclasses	Medium LDL	Particle concentration (mol/l)	Particle concentration	no
WHR_Pulit_316	mldlpl	0.118635868615833	0.0429205676774627	0.194351169554203	0.0021333993689296	0.119140667156596	0.0371145607601165	0.201166773553075	0.00441619478452586	1.16588375066777	1	0.280248635992367	0.0005152934399379	0.00495396581593469	0.0227000757694308	1.0797609692278	0.14228155300454	Phospholipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Phospholipids (mmol/l)	Phospholipids	no
WHR_Pulit_316	mufa	0.268386437847349	0.20568818002043	0.331084695674267	4.86843820187625e-17	0.239546852269132	0.0611235723907614	0.417970132147502	0.00850336291415679	7.00902476434896	1	0.00810998451713505	0.0142509187356808	0.0234396891857764	0.119377211961416	2.64745628185792	0.857326798859886	Monounsaturated fatty acids; 16:1, 18:1 (mmol/l)	Fatty acids	Fatty acids	MUFA (mmol/l)	MUFA	no
WHR_Pulit_316	mvldlc	-0.0647283865568611	-0.129908791152288	0.000452018038566232	0.0516100852642508	0.00781850702216843	-0.494667473384666	0.510304487429003	0.975671198199991	54.4928586180304	1	1.56013751051047e-13	0.129047705009282	0.185907414056374	0.359232104647235	7.38192783885283	0.98164897152837	Total cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Total cholesterol (mmol/l)	Total cholesterol	no
