id.exposure	id.outcome	outcome	exposure	method	Q	Q_df	Q_pval
Yengo BMI EU sex combined 656 SNPs	7bINmm	XL-VLDL-L.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	909.157291144143	635	4.56490967833485e-12
Yengo BMI EU sex combined 656 SNPs	7bINmm	XL-VLDL-L.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0674503996213607	635	1
Yengo BMI EU sex combined 656 SNPs	7h8GqX	Gly.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	809.186337880418	635	3.10095609271785e-06
Yengo BMI EU sex combined 656 SNPs	7h8GqX	Gly.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	810.185333998215	634	2.43625837655457e-06
Yengo BMI EU sex combined 656 SNPs	7h8GqX	Gly.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	810.18678523087	635	2.76905007142475e-06
Yengo BMI EU sex combined 656 SNPs	7h8GqX	Gly.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	808.770591079234	635	3.24988501292496e-06
Yengo BMI EU sex combined 656 SNPs	7h8GqX	Gly.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0564860565811208	635	1
Yengo BMI EU sex combined 656 SNPs	7RFLqA	M-HDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	909.090172764379	635	4.6124234235463e-12
Yengo BMI EU sex combined 656 SNPs	7RFLqA	M-HDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	904.163918126277	634	8.18858187320064e-12
Yengo BMI EU sex combined 656 SNPs	7RFLqA	M-HDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	909.662135246047	635	4.22263888456751e-12
Yengo BMI EU sex combined 656 SNPs	7RFLqA	M-HDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	908.833965661571	635	4.79831256219735e-12
Yengo BMI EU sex combined 656 SNPs	7RFLqA	M-HDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.068850483647348	635	1
Yengo BMI EU sex combined 656 SNPs	7uT7ZV	L-LDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	1152.58893637883	635	1.74988378229408e-32
Yengo BMI EU sex combined 656 SNPs	7uT7ZV	L-LDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	1152.26638309166	634	1.39314529609338e-32
Yengo BMI EU sex combined 656 SNPs	7uT7ZV	L-LDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	1152.59164912611	635	1.74880920028216e-32
Yengo BMI EU sex combined 656 SNPs	7uT7ZV	L-LDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	1152.58214798691	635	1.7525757026512e-32
Yengo BMI EU sex combined 656 SNPs	7uT7ZV	L-LDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0907677419406761	635	1
Yengo BMI EU sex combined 656 SNPs	7xqPNw	S-VLDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	920.668247234498	635	7.54230495665622e-13
Yengo BMI EU sex combined 656 SNPs	7xqPNw	S-VLDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	910.810041353212	634	2.93848136505621e-12
Yengo BMI EU sex combined 656 SNPs	7xqPNw	S-VLDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	921.317516877855	635	6.80412161903323e-13
Yengo BMI EU sex combined 656 SNPs	7xqPNw	S-VLDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	920.363494957892	635	7.91548138118744e-13
Yengo BMI EU sex combined 656 SNPs	7xqPNw	S-VLDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0719228668867083	635	1
Yengo BMI EU sex combined 656 SNPs	8xiGrP	M-VLDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	832.784905805438	635	1.90369338943619e-07
Yengo BMI EU sex combined 656 SNPs	8xiGrP	M-VLDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	831.03172185344	634	2.05277473788535e-07
Yengo BMI EU sex combined 656 SNPs	8xiGrP	M-VLDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	832.85034957078	635	1.88836933587814e-07
Yengo BMI EU sex combined 656 SNPs	8xiGrP	M-VLDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	832.750104742537	635	1.91189139573948e-07
Yengo BMI EU sex combined 656 SNPs	8xiGrP	M-VLDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0570805982802508	635	1
Yengo BMI EU sex combined 656 SNPs	9cWsaV	TotCho.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	842.385969803859	635	5.70200433516213e-08
Yengo BMI EU sex combined 656 SNPs	9cWsaV	TotCho.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	842.370886843809	634	4.93214041899588e-08
Yengo BMI EU sex combined 656 SNPs	9cWsaV	TotCho.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	842.545840573695	635	5.58680474259003e-08
Yengo BMI EU sex combined 656 SNPs	9cWsaV	TotCho.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	842.308115647579	635	5.75893869321774e-08
Yengo BMI EU sex combined 656 SNPs	9cWsaV	TotCho.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0688148279159732	635	1
Yengo BMI EU sex combined 656 SNPs	9D3iWt	L-VLDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	726.185722334008	635	0.00686817560911238
Yengo BMI EU sex combined 656 SNPs	9D3iWt	L-VLDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	726.179029468435	634	0.00636265478640192
Yengo BMI EU sex combined 656 SNPs	9D3iWt	L-VLDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	726.18683615372	635	0.00686762773541834
Yengo BMI EU sex combined 656 SNPs	9D3iWt	L-VLDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	726.179897134271	635	0.00687104158840686
Yengo BMI EU sex combined 656 SNPs	9D3iWt	L-VLDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0592011883622754	635	1
Yengo BMI EU sex combined 656 SNPs	A2HxdS	PC.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	849.38684898336	635	2.3090688194866e-08
Yengo BMI EU sex combined 656 SNPs	A2HxdS	PC.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	848.873312372364	634	2.12371518651587e-08
Yengo BMI EU sex combined 656 SNPs	A2HxdS	PC.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	849.603987855245	635	2.24448222770428e-08
Yengo BMI EU sex combined 656 SNPs	A2HxdS	PC.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	849.283183157788	635	2.34053936446212e-08
Yengo BMI EU sex combined 656 SNPs	A2HxdS	PC.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0715737426228686	635	1
Yengo BMI EU sex combined 656 SNPs	A9VJVc	S-HDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	923.045423546311	635	5.16895628289774e-13
Yengo BMI EU sex combined 656 SNPs	A9VJVc	S-HDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	918.826495125025	634	8.35263019549379e-13
Yengo BMI EU sex combined 656 SNPs	A9VJVc	S-HDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	923.843207303023	635	4.55125427129135e-13
Yengo BMI EU sex combined 656 SNPs	A9VJVc	S-HDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	922.678144361774	635	5.48043412268625e-13
Yengo BMI EU sex combined 656 SNPs	A9VJVc	S-HDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0658964364651769	635	1
Yengo BMI EU sex combined 656 SNPs	AjY0uE	L-LDL-L.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	1264.93463755472	635	3.87310066418738e-44
Yengo BMI EU sex combined 656 SNPs	AjY0uE	L-LDL-L.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	1264.60980648223	634	2.96904943494323e-44
Yengo BMI EU sex combined 656 SNPs	AjY0uE	L-LDL-L.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	1265.01245599085	635	3.79830803084421e-44
Yengo BMI EU sex combined 656 SNPs	AjY0uE	L-LDL-L.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	1264.89622206651	635	3.91056191128512e-44
Yengo BMI EU sex combined 656 SNPs	AjY0uE	L-LDL-L.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.103620971969368	635	1
Yengo BMI EU sex combined 656 SNPs	AOgx6Q	Val.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	668.616135730354	635	0.172133172740695
Yengo BMI EU sex combined 656 SNPs	AOgx6Q	Val.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	665.743137583354	634	0.185226550035637
Yengo BMI EU sex combined 656 SNPs	AOgx6Q	Val.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	669.142671642081	635	0.16851736574061
Yengo BMI EU sex combined 656 SNPs	AOgx6Q	Val.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	668.341923939161	635	0.174036450745645
Yengo BMI EU sex combined 656 SNPs	AOgx6Q	Val.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0512873513454242	635	1
Yengo BMI EU sex combined 656 SNPs	arECyN	L-VLDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	880.534934255459	635	3.23431259722668e-10
Yengo BMI EU sex combined 656 SNPs	arECyN	L-VLDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	880.727796862051	634	2.65799780716038e-10
Yengo BMI EU sex combined 656 SNPs	arECyN	L-VLDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	880.729845134189	635	3.14519323290411e-10
Yengo BMI EU sex combined 656 SNPs	arECyN	L-VLDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	880.430695513308	635	3.28298546425082e-10
Yengo BMI EU sex combined 656 SNPs	arECyN	L-VLDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0793764404624043	635	1
Yengo BMI EU sex combined 656 SNPs	ARpLg9	S-LDL-L.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	1303.60176098862	635	2.07901998974994e-48
Yengo BMI EU sex combined 656 SNPs	ARpLg9	S-LDL-L.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	1303.57087638235	634	1.45875560584272e-48
Yengo BMI EU sex combined 656 SNPs	ARpLg9	S-LDL-L.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	1303.63772101943	635	2.05982585168222e-48
Yengo BMI EU sex combined 656 SNPs	ARpLg9	S-LDL-L.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	1303.57742705252	635	2.09210962885404e-48
Yengo BMI EU sex combined 656 SNPs	ARpLg9	S-LDL-L.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.108368791592157	635	1
Yengo BMI EU sex combined 656 SNPs	atvLkG	XS-VLDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	652.261789095258	635	0.308987190426874
Yengo BMI EU sex combined 656 SNPs	atvLkG	XS-VLDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	646.61282184469	634	0.355477493962373
Yengo BMI EU sex combined 656 SNPs	atvLkG	XS-VLDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	652.267886650764	635	0.308927987978094
Yengo BMI EU sex combined 656 SNPs	atvLkG	XS-VLDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	652.248742720535	635	0.309113878324885
Yengo BMI EU sex combined 656 SNPs	atvLkG	XS-VLDL-CE_percent.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0476214709059468	635	1
Yengo BMI EU sex combined 656 SNPs	aYYWGu	Serum-TG.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	995.073500941636	635	2.18390922699862e-18
Yengo BMI EU sex combined 656 SNPs	aYYWGu	Serum-TG.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	995.488217475305	634	1.61003163322672e-18
Yengo BMI EU sex combined 656 SNPs	aYYWGu	Serum-TG.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	995.643888029473	635	1.96662675170174e-18
Yengo BMI EU sex combined 656 SNPs	aYYWGu	Serum-TG.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	994.786389591094	635	2.30211586189422e-18
Yengo BMI EU sex combined 656 SNPs	aYYWGu	Serum-TG.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0741047595746102	635	1
Yengo BMI EU sex combined 656 SNPs	b4HMaW	CLA.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	696.434420510465	635	0.0455330615778316
Yengo BMI EU sex combined 656 SNPs	b4HMaW	CLA.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	696.413770578028	634	0.0429983733952821
Yengo BMI EU sex combined 656 SNPs	b4HMaW	CLA.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	696.437785844608	635	0.0455245642540811
Yengo BMI EU sex combined 656 SNPs	b4HMaW	CLA.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	696.425870303909	635	0.0455546563395792
Yengo BMI EU sex combined 656 SNPs	b4HMaW	CLA.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0576824409968285	635	1
Yengo BMI EU sex combined 656 SNPs	BDmCk4	S-LDL-FC.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	1245.55000238031	635	4.8014969147331e-42
Yengo BMI EU sex combined 656 SNPs	BDmCk4	S-LDL-FC.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	1246.07717943699	634	3.00109117090716e-42
Yengo BMI EU sex combined 656 SNPs	BDmCk4	S-LDL-FC.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	1246.07924174605	635	4.21364686301179e-42
Yengo BMI EU sex combined 656 SNPs	BDmCk4	S-LDL-FC.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	1245.33629589295	635	5.06142245928035e-42
Yengo BMI EU sex combined 656 SNPs	BDmCk4	S-LDL-FC.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.104909510693069	635	1
Yengo BMI EU sex combined 656 SNPs	BYMeVG	TGbyPG.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	982.933196309661	635	1.98316587751833e-17
Yengo BMI EU sex combined 656 SNPs	BYMeVG	TGbyPG.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	982.753391517163	634	1.63997805320021e-17
Yengo BMI EU sex combined 656 SNPs	BYMeVG	TGbyPG.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	983.664306506736	635	1.73874368002214e-17
Yengo BMI EU sex combined 656 SNPs	BYMeVG	TGbyPG.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	982.581468014821	635	2.1125836907889e-17
Yengo BMI EU sex combined 656 SNPs	BYMeVG	TGbyPG.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0700303923062832	635	1
Yengo BMI EU sex combined 656 SNPs	bZES9D	M-VLDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	832.784905805438	635	1.90369338943619e-07
Yengo BMI EU sex combined 656 SNPs	bZES9D	M-VLDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	831.03172185344	634	2.05277473788535e-07
Yengo BMI EU sex combined 656 SNPs	bZES9D	M-VLDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	832.85034957078	635	1.88836933587814e-07
Yengo BMI EU sex combined 656 SNPs	bZES9D	M-VLDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	832.750104742537	635	1.91189139573948e-07
Yengo BMI EU sex combined 656 SNPs	bZES9D	M-VLDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0570805982802508	635	1
Yengo BMI EU sex combined 656 SNPs	Cdtoa4	HDL2-C.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	1042.69348659949	635	2.46387440771096e-22
Yengo BMI EU sex combined 656 SNPs	Cdtoa4	HDL2-C.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	1040.91623145344	634	2.72457364081097e-22
Yengo BMI EU sex combined 656 SNPs	Cdtoa4	HDL2-C.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	1044.59481807824	635	1.69034605390158e-22
Yengo BMI EU sex combined 656 SNPs	Cdtoa4	HDL2-C.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	1041.75705109394	635	2.96517379839863e-22
Yengo BMI EU sex combined 656 SNPs	Cdtoa4	HDL2-C.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0756119376061222	635	1
Yengo BMI EU sex combined 656 SNPs	cJTCoz	S-VLDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	920.668247234498	635	7.54230495665622e-13
Yengo BMI EU sex combined 656 SNPs	cJTCoz	S-VLDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	910.810041353212	634	2.93848136505621e-12
Yengo BMI EU sex combined 656 SNPs	cJTCoz	S-VLDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	921.317516877855	635	6.80412161903323e-13
Yengo BMI EU sex combined 656 SNPs	cJTCoz	S-VLDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	920.363494957892	635	7.91548138118744e-13
Yengo BMI EU sex combined 656 SNPs	cJTCoz	S-VLDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0719228668867083	635	1
Yengo BMI EU sex combined 656 SNPs	ClNhpZ	PUFAbyFA.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	870.528821855522	635	1.33022486424294e-09
Yengo BMI EU sex combined 656 SNPs	ClNhpZ	PUFAbyFA.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	868.236992454912	634	1.55573496395501e-09
Yengo BMI EU sex combined 656 SNPs	ClNhpZ	PUFAbyFA.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	871.042436040061	635	1.23829704335271e-09
Yengo BMI EU sex combined 656 SNPs	ClNhpZ	PUFAbyFA.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	870.302779632327	635	1.3727696599678e-09
Yengo BMI EU sex combined 656 SNPs	ClNhpZ	PUFAbyFA.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0607668854603914	635	1
Yengo BMI EU sex combined 656 SNPs	cmT9r5	L-VLDL-L.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	966.994738039179	635	3.34172686030888e-16
Yengo BMI EU sex combined 656 SNPs	cmT9r5	L-VLDL-L.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	967.44016377422	634	2.49448816187422e-16
Yengo BMI EU sex combined 656 SNPs	cmT9r5	L-VLDL-L.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	967.565602081979	635	3.02455634126288e-16
Yengo BMI EU sex combined 656 SNPs	cmT9r5	L-VLDL-L.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	966.698837433732	635	3.51885489164641e-16
Yengo BMI EU sex combined 656 SNPs	cmT9r5	L-VLDL-L.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0706968535845954	635	1
Yengo BMI EU sex combined 656 SNPs	CpFpOV	M-LDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	815.798558667546	635	1.45504880906188e-06
Yengo BMI EU sex combined 656 SNPs	CpFpOV	M-LDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	815.898023262644	634	1.26103026617434e-06
Yengo BMI EU sex combined 656 SNPs	CpFpOV	M-LDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	815.917250857933	635	1.43515867291537e-06
Yengo BMI EU sex combined 656 SNPs	CpFpOV	M-LDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	815.752064497717	635	1.46291257420086e-06
Yengo BMI EU sex combined 656 SNPs	CpFpOV	M-LDL-TG.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0618699785736003	635	1
Yengo BMI EU sex combined 656 SNPs	ct9Mmx	XXL-VLDL-FC_percent.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	782.309955963922	635	5.44936280928186e-05
Yengo BMI EU sex combined 656 SNPs	ct9Mmx	XXL-VLDL-FC_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	782.294459945708	634	4.88195081493268e-05
Yengo BMI EU sex combined 656 SNPs	ct9Mmx	XXL-VLDL-FC_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	782.322292364103	635	5.44262682881897e-05
Yengo BMI EU sex combined 656 SNPs	ct9Mmx	XXL-VLDL-FC_percent.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	782.293448884879	635	5.45838849722741e-05
Yengo BMI EU sex combined 656 SNPs	ct9Mmx	XXL-VLDL-FC_percent.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0637175525841317	635	1
Yengo BMI EU sex combined 656 SNPs	DDfKda	IDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	901.880227737902	635	1.38911922112441e-11
Yengo BMI EU sex combined 656 SNPs	DDfKda	IDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	901.982723282387	634	1.14213303614229e-11
Yengo BMI EU sex combined 656 SNPs	DDfKda	IDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	902.142876104047	635	1.33489168985959e-11
Yengo BMI EU sex combined 656 SNPs	DDfKda	IDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	901.775898819105	635	1.41125561718349e-11
Yengo BMI EU sex combined 656 SNPs	DDfKda	IDL-TG_percent.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.066286457063546	635	1
Yengo BMI EU sex combined 656 SNPs	dhU5p8	IDL-FC_percent.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	951.670983288015	635	4.6648786141899e-15
Yengo BMI EU sex combined 656 SNPs	dhU5p8	IDL-FC_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	950.975306674009	634	4.27033813297973e-15
Yengo BMI EU sex combined 656 SNPs	dhU5p8	IDL-FC_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	952.518736221357	635	4.04020103546695e-15
Yengo BMI EU sex combined 656 SNPs	dhU5p8	IDL-FC_percent.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	951.280710165329	635	4.98365909335007e-15
Yengo BMI EU sex combined 656 SNPs	dhU5p8	IDL-FC_percent.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0646866054146131	635	1
Yengo BMI EU sex combined 656 SNPs	DJU65r	S-HDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	1059.62110893487	635	8.29980257688327e-24
Yengo BMI EU sex combined 656 SNPs	DJU65r	S-HDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	1059.32306601958	634	6.80230922890629e-24
Yengo BMI EU sex combined 656 SNPs	DJU65r	S-HDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	1059.84454804098	635	7.93226587162482e-24
Yengo BMI EU sex combined 656 SNPs	DJU65r	S-HDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	1059.53436382315	635	8.44700520242351e-24
Yengo BMI EU sex combined 656 SNPs	DJU65r	S-HDL-PL_percent.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0854554337728827	635	1
Yengo BMI EU sex combined 656 SNPs	dSIDFh	XXL-VLDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	744.72289116427	635	0.0016624250106321
Yengo BMI EU sex combined 656 SNPs	dSIDFh	XXL-VLDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	742.807050904994	634	0.00177886815029015
Yengo BMI EU sex combined 656 SNPs	dSIDFh	XXL-VLDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	744.735068276685	635	0.00166077815071812
Yengo BMI EU sex combined 656 SNPs	dSIDFh	XXL-VLDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	744.708625199728	635	0.00166435628597442
Yengo BMI EU sex combined 656 SNPs	dSIDFh	XXL-VLDL-C_percent.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0606825195322625	635	1
Yengo BMI EU sex combined 656 SNPs	dYVuKO	VLDL-C.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	751.214948255371	635	0.000969465443083244
Yengo BMI EU sex combined 656 SNPs	dYVuKO	VLDL-C.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	751.157783542979	634	0.000888150734607964
Yengo BMI EU sex combined 656 SNPs	dYVuKO	VLDL-C.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	751.341895188235	635	0.000959088122982786
Yengo BMI EU sex combined 656 SNPs	dYVuKO	VLDL-C.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	751.149709652824	635	0.000974838858581621
Yengo BMI EU sex combined 656 SNPs	dYVuKO	VLDL-C.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0617370845249012	635	1
Yengo BMI EU sex combined 656 SNPs	E33hVZ	LA.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	696.434420510465	635	0.0455330615778316
Yengo BMI EU sex combined 656 SNPs	E33hVZ	LA.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	696.413770578028	634	0.0429983733952821
Yengo BMI EU sex combined 656 SNPs	E33hVZ	LA.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	696.437785844608	635	0.0455245642540811
Yengo BMI EU sex combined 656 SNPs	E33hVZ	LA.txt	Yengo BMI EU sex combined 656 SNPs	IVW radial	696.425870303909	635	0.0455546563395792
Yengo BMI EU sex combined 656 SNPs	E33hVZ	LA.txt	Yengo BMI EU sex combined 656 SNPs	Unweighted regression	0.0576824409968285	635	1
Yengo BMI EU sex combined 656 SNPs	e5aObJ	L-HDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	Maximum likelihood	892.403825898569	635	5.74213111826206e-11
Yengo BMI EU sex combined 656 SNPs	e5aObJ	L-HDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	MR Egger	893.323605535508	634	4.20413490891167e-11
Yengo BMI EU sex combined 656 SNPs	e5aObJ	L-HDL-PL.txt	Yengo BMI EU sex combined 656 SNPs	Inverse variance weighted	893.519786825663	635	4.86706523284858e-11
