metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description
xsvldlc	2981	0.0092993159176225	0.00113666333894902	4.11722472141673e-16	0.00707145577328242	0.0115271760619626	Total cholesterol in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
xsvldlce	2981	0.0063778643213803	0.000779117201286524	3.96069501954724e-16	0.00485079460685871	0.00790493403590189	Cholesterol esters in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
xsvldlfc	2981	0.00293286347133243	0.000380902648352168	1.84273679156218e-14	0.00218629428056218	0.00367943266210268	Free cholesterol in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
xsvldltg	2981	0.0100746501190649	0.000592128661826546	5.0571557130718e-62	0.00891407794188487	0.0112352222962449	Triglycerides in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
idlp	2981	2.19921173312229e-09	4.03488432341092e-10	5.4338732930922e-08	1.40837440573375e-09	2.99004906051083e-09	Concentration of IDL particles (mol/l)	Lipoprotein subclasses	IDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
idll	2981	0.0266449483004815	0.00500013971220185	1.06227694324393e-07	0.0168446744645659	0.0364452221363971	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
idlpl	2981	0.00557437445463864	0.0012875741142294	1.54482258116008e-05	0.00305072919074902	0.00809801971852826	Phospholipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
idlc	2981	0.0144390101994113	0.00337470845682809	1.94013429574654e-05	0.00782458162402824	0.0210534387747944	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
idlce	2981	0.0126259897793232	0.00240189450456698	1.5705942734599e-07	0.00791827655037192	0.0173337030082745	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
idlfc	2981	0.00182512472863534	0.000993419217234412	0.066277910098319	-0.000121976937144108	0.00377222639441479	Free cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
idltg	2981	0.00663334054695103	0.000560804685719452	1.40783259708589e-31	0.0055341633629409	0.00773251773096116	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
lldlp	2981	4.06366125279609e-09	7.25641114157248e-10	2.33775455428529e-08	2.64140466904788e-09	5.4859178365443e-09	Concentration of large LDL particles (mol/l)	Lipoprotein subclasses	Large LDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
lldll	2981	0.0368923768067597	0.00626511091552211	4.33206310319039e-09	0.0246127594123364	0.049171994201183	Total lipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
lldlpl	2981	0.00798832514606301	0.00129411192560197	7.61918158587335e-10	0.00545186577188315	0.0105247845202429	Phospholipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
lldlc	2981	0.0243111717978279	0.00461673009017358	1.49457323003154e-07	0.0152623808210877	0.0333599627745681	Total cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
lldlce	2981	0.021134623772219	0.00350966500615686	1.93598923746693e-09	0.0142556803601516	0.0280135671842864	Cholesterol esters in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
lldlfc	2981	0.00317415004767726	0.00111777621308718	0.00454627197758646	0.000983308670026387	0.00536499142532813	Free cholesterol in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
lldltg	2981	0.00456887245175197	0.000525037098678572	5.3050265025925e-18	0.00353979973834197	0.00559794516516197	Triglycerides in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
mldlp	2981	4.3314069474509e-09	6.28546142166895e-10	6.72910837793186e-12	3.09945650880379e-09	5.56335738609801e-09	Concentration of medium LDL particles (mol/l)	Lipoprotein subclasses	Medium LDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
mldll	2981	0.0268601592253225	0.0039047833297283	7.32989780769252e-12	0.019206783899055	0.03451353455159	Total lipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
mldlpl	2981	0.00681014538804733	0.000764121091315088	8.52244959968976e-19	0.00531246804906976	0.0083078227270249	Phospholipids in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
mldlc	2981	0.0178561091128013	0.00295794135419025	1.76819297922027e-09	0.0120585440585884	0.0236536741670142	Total cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
mldlce	2981	0.0150603621068204	0.00242730108077446	6.24554452036485e-10	0.0103028519885025	0.0198178722251383	Cholesterol esters in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
mldlfc	2981	0.00281930230104174	0.00053932064221098	1.83702639030669e-07	0.00176223384230822	0.00387637075977526	Free cholesterol in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
mldltg	2981	0.00217116259151679	0.000295757340196589	2.72221359463234e-13	0.00159147820473148	0.0027508469783021	Triglycerides in medium LDL (mmol/l)	Lipoprotein subclasses	Medium LDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
sldlp	2981	4.18366343705136e-09	6.78914267351608e-10	8.13725468658537e-10	2.85299147304221e-09	5.51433540106051e-09	Concentration of small LDL particles (mol/l)	Lipoprotein subclasses	Small LDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
sldll	2981	0.0158377551216268	0.00242978307220805	8.32974032610864e-11	0.011075380300099	0.0206001299431546	Total lipids in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
sldlpl	2981	0.00365905502000842	0.000500945170337854	3.56212338629107e-13	0.00267720248614623	0.00464090755387061	Phospholipids in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
sldlc	2981	0.00986946605084535	0.00181388686419654	5.72672948359484e-08	0.00631424779702013	0.0134246843046706	Total cholesterol in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
sldlce	2981	0.00834911860299948	0.00150208672853491	2.96449070859667e-08	0.00540502861507106	0.0112932085909279	Cholesterol esters in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
sldlfc	2981	0.00151973848685013	0.000326637808730998	3.41983739305583e-06	0.000879528381737374	0.00215994859196289	Free cholesterol in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
sldltg	2981	0.00230792314724808	0.000193486896363166	4.50391296837609e-32	0.00192868883037627	0.00268715746411989	Triglycerides in small LDL (mmol/l)	Lipoprotein subclasses	Small LDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
xlhdlp	2981	-6.44540414072502e-08	3.20928841590985e-09	3.10862910364718e-84	-7.07442467024335e-08	-5.81638361120669e-08	Concentration of very large HDL particles (mol/l)	Lipoprotein subclasses	Very large HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
xlhdll	2981	-0.0739262448958812	0.0037951642061554	1.24033315932095e-79	-0.0813647667399458	-0.0664877230518166	Total lipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
xlhdlpl	2981	-0.041086893932949	0.00197544547150506	8.17792077689663e-90	-0.0449587670570989	-0.0372150208087991	Phospholipids in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
xlhdlc	2981	-0.0321482996930676	0.00183588577316724	2.030938339129e-65	-0.0357466358084754	-0.0285499635776598	Total cholesterol in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
xlhdlce	2981	-0.0226511585602698	0.00136214032256203	1.91611891989917e-59	-0.0253209535924914	-0.0199813635280482	Cholesterol esters in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
xlhdlfc	2981	-0.00952117114981254	0.000489279556554159	1.73815440949427e-79	-0.0104801590806587	-0.00856218321896639	Free cholesterol in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
xlhdltg	2981	-0.000705556294401758	0.000133042366108364	1.22100891926912e-07	-0.000966319331974151	-0.000444793256829365	Triglycerides in very large HDL (mmol/l)	Lipoprotein subclasses	Very large HDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
lhdlp	2981	-1.46625500162649e-07	7.0937109285865e-09	8.51027780330866e-89	-1.60529173582679e-07	-1.32721826742619e-07	Concentration of large HDL particles (mol/l)	Lipoprotein subclasses	Large HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
lhdll	2981	-0.117331353764131	0.00556237681752261	3.70957138398568e-92	-0.128233612326475	-0.106429095201787	Total lipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
lhdlpl	2981	-0.0467454601247923	0.00240447252410469	2.39490433976739e-79	-0.0514582262720375	-0.0420326939775471	Phospholipids in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
lhdlc	2981	-0.0667152544934368	0.00300338922283824	2.86044263379073e-101	-0.0726018973701998	-0.0608286116166739	Total cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
lhdlce	2981	-0.0508181507055199	0.00229628181343532	1.38401811603113e-100	-0.0553188630598531	-0.0463174383511867	Cholesterol esters in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
lhdlfc	2981	-0.0159096970296866	0.000708799284473667	3.31420424132017e-103	-0.017298943627255	-0.0145204504321182	Free cholesterol in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
lhdltg	2981	-0.00386685578496668	0.00025088285992332	1.26100621758923e-51	-0.00435858619041639	-0.00337512537951697	Triglycerides in large HDL (mmol/l)	Lipoprotein subclasses	Large HDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
mhdlp	2981	-2.72708342562004e-09	5.63702687747119e-09	0.628577318062193	-1.37756561054636e-08	8.32148925422349e-09	Concentration of medium HDL particles (mol/l)	Lipoprotein subclasses	Medium HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
mhdll	2981	-0.00505138465282957	0.00286297846396161	0.077770537326272	-0.0106628224421943	0.000560053136535186	Total lipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
mhdlpl	2981	-0.00112203575294612	0.0013109964690544	0.392141529510679	-0.00369158883229274	0.0014475173264005	Phospholipids in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
mhdlc	2981	-0.00792723659411733	0.00150664650693109	1.53024521677136e-07	-0.0108802637477023	-0.00497420944053239	Total cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
mhdlce	2981	-0.0065779091281217	0.00119478144015434	3.99401397682041e-08	-0.00891968075082421	-0.00423613750541919	Cholesterol esters in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
mhdlfc	2981	-0.00135713415025909	0.000328163678106238	3.63926046935378e-05	-0.00200033495934732	-0.000713933341170864	Free cholesterol in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
mhdltg	2981	0.0040495360938351	0.000238451883935834	8.27538929996199e-62	0.00358217040132086	0.00451690178634933	Triglycerides in medium HDL (mmol/l)	Lipoprotein subclasses	Medium HDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
shdlp	2981	1.01960421861626e-07	7.88070658456263e-09	2.73676505744221e-37	8.65142369558832e-08	1.17406606767369e-07	Concentration of small HDL particles (mol/l)	Lipoprotein subclasses	Small HDL	Particle concentration (mol/l)	Particle concentration	no	bmi	adults	model3	physical activity
shdll	2981	0.0290651584201899	0.00214916107266524	1.73582824028263e-40	0.024852802717766	0.0332775141226138	Total lipids in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Total lipids (mmol/l)	Total lipids	no	bmi	adults	model3	physical activity
shdlpl	2981	0.0138052590605775	0.0013696335809978	1.61692619739722e-23	0.0111207772418218	0.0164897408793332	Phospholipids in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity
shdlc	2981	0.0106360939602758	0.00119847718990828	1.18636008292759e-18	0.00828707866805557	0.012985109252496	Total cholesterol in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity
shdlce	2981	0.00883592523053818	0.00112379937301959	5.22094238684682e-15	0.00663327845941978	0.0110385720016566	Cholesterol esters in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model3	physical activity
shdlfc	2981	0.00178133041287286	0.000231493482271259	1.91218832122647e-14	0.00132760318762119	0.00223505763812453	Free cholesterol in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Free cholesterol (mmol/l)	Free cholesterol	no	bmi	adults	model3	physical activity
shdltg	2981	0.00463828905826545	0.00023126465383667	5.0512260636866e-84	0.00418501033674558	0.00509156777978532	Triglycerides in small HDL (mmol/l)	Lipoprotein subclasses	Small HDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity
xxlvldlplpct	2981	1702695446.31558	2612959844.34193	0.514687190318888	-3418705848.5946	6824096741.22576	Phospholipids in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Phospholipids to total lipid ratio (%)	Ratio	yes	bmi	adults	model3	physical activity
xxlvldlcpct	2981	-1.57323420915202	1.69815110482619	0.35429283809215	-4.90161037461135	1.75514195630731	Total cholesterol in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adults	model3	physical activity
xxlvldlcepct	2981	15709363710.3963	24107620982.1592	0.51468718942165	-31541573414.6357	62960300835.4283	Cholesterol esters in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Cholesterol esters to total lipid ratio (%)	Ratio	yes	bmi	adults	model3	physical activity
xxlvldlfcpct	2981	-2.79376227922693	3.99252411216721	0.48413920363133	-10.6191095390747	5.0315849806208	Free cholesterol in chylomicrons and extremely large VLDL to total lipids in chylomicrons and extremely large VLDL ratio (%)	Lipoprotein subclasses ratios	Extremely large VLDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adults	model3	physical activity
